Year,Region_AR,Region_EN,Hospital_AR,Hospital_EN,Speciality_AR,Speciality_EN,Beds
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,باطنة,Internal Medicine,60
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,صدريــــــة,Pulmonogloy,22
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,قلــــب,Cardiology,30
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,امراض عصبية,Neurology,15
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,عصبیة ونفسیة,Psychiatry,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,جلدية وتناسلیة,Dermatology,2
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,اطفال باطنـــة,Paediatric Medicine,59
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,جراحة عامــــة,General Surgery,32
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,جــــراحة صدر,Thoracic Surgery,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,جـــــراحة قلب,Cardiac Surgery,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,جراحة اعصـاب,Neurosurgery,15
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,مسالك بولیــــة,Urology,10
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,جراحة اطفـــال,Paediatric Surgery,10
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,عظام,Orthopedics,25
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,حروق و تقويم,Plastic Surgery,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,عیــــــــــــــون,Ophthalmology,15
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,انــــــــف واذن,"Ear, Nose, and Throat",16
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,نســــاء وولادة,Gynaecology,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,قبـــل الـولادة ,Obstetrics (Antenatal),0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,طــــــب نووى,Radiation Therapy,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,الاورام,Tumors,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,عـــــام,General Medicine,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,مسنـــــــــــین,Geriatrics,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,تاھیــــــــــــل,Rehabilitation,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,اسنــــــــــــان,Dental,7
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,حديثى الولادة,Neonatal,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,اخـــــــــــــرى,Others,0
2002,أبو ظبي,Abu Dhabi,الجــــــــزيرة,Gazira,الجملة,Total,318
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,باطنة,Internal Medicine,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,صدريــــــة,Pulmonology,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,قلــــب,Cardiology,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,امراض عصبية,Neurology,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,عصبیة ونفسیة,Psychiatry,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,جلدية وتناسلیة,Dermatology,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,اطفال باطنـــة,Paediatric Medicine,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,جراحة عامــــة,General Surgery,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,جــــراحة صدر,Thoracic Surgery,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,جـــــراحة قلب,Cardiac Surgery,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,جراحة اعصـاب,Neurosurgery,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,مسالك بولیــــة,Urology,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,جراحة اطفـــال,Paediatric Surgery,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,عظام,Orthopedics,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,حروق و تقويم,Plastic Surgery,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,عیــــــــــــــون,Ophthalmology,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,انــــــــف واذن,"Ear, Nose, and Throat",0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,نســــاء وولادة,Gynaecology,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,قبـــل الـولادة ,Obstetrics (Antenatal),0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,طــــــب نووى,Radiation Therapy,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,الاورام,Tumors,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,عـــــام,General Medicine,165
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,مسنـــــــــــین,Geriatrics,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,تاھیــــــــــــل,Rehabilitation,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,اسنــــــــــــان,Dental,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,حديثى الولادة,Neonatal,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,اخـــــــــــــرى,Others,0
2002,أبو ظبي,Abu Dhabi,المـــــــركزى,Central,الجملة,Total,165
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,باطنة,Internal Medicine,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,صدريــــــة,Pulmonology,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,قلــــب,Cardiology,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,امراض عصبية,Neurology,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عصبیة ونفسیة,Psychiatry,157
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جلدية وتناسلیة,Dermatology,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,اطفال باطنـــة,Paediatric Medicine,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جراحة عامــــة,General Surgery,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جــــراحة صدر,Thoracic Surgery,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جـــــراحة قلب,Cardiac Surgery,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جراحة اعصـاب,Neurosurgery,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,مسالك بولیــــة,Urology,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جراحة اطفـــال,Paediatric Surgery,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عظام,Orthopedics,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,حروق و تقويم,Plastic Surgery,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عیــــــــــــــون,Ophthalmology,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,انــــــــف واذن,"Ear, Nose, and Throat",0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,نســــاء وولادة,Gynaecology,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,قبـــل الـولادة ,Obstetrics (Antenatal),0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,طــــــب نووى,Radiation Therapy,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,الاورام,Tumors,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عـــــام,General Medicine,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,مسنـــــــــــین,Geriatrics,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,تاھیــــــــــــل,Rehabilitation,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,اسنــــــــــــان,Dental,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,حديثى الولادة,Neonatal,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,اخـــــــــــــرى,Others,0
2002,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,الجملة,Total,157
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,باطنة,Internal Medicine,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,صدريــــــة,Pulmonology,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,قلــــب,Cardiology,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,امراض عصبية,Neurology,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عصبیة ونفسیة,Psychiatry,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جلدية وتناسلیة,Dermatology,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,اطفال باطنـــة,Paediatric Medicine,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جراحة عامــــة,General Surgery,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جــــراحة صدر,Thoracic Surgery,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جـــــراحة قلب,Cardiac Surgery,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جراحة اعصـاب,Neurosurgery,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,مسالك بولیــــة,Urology,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جراحة اطفـــال,Paediatric Surgery,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عظام,Orthopedics,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,حروق و تقويم,Plastic Surgery,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عیــــــــــــــون,Ophthalmology,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,انــــــــف واذن,"Ear, Nose, and Throat",0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,نســــاء وولادة,Gynaecology,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,قبـــل الـولادة ,Obstetrics (Antenatal),0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,طــــــب نووى,Radiation Therapy,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,الاورام,Tumors,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عـــــام,General Medicine,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,مسنـــــــــــین,Geriatrics,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,تاھیــــــــــــل,Rehabilitation,104
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,اسنــــــــــــان,Dental,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,حديثى الولادة,Neonatal,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,اخـــــــــــــرى,Others,0
2002,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,الجملة,Total,104
2002,أبو ظبي,Abu Dhabi,الجملة,Total,باطنة,Internal Medicine,90
2002,أبو ظبي,Abu Dhabi,الجملة,Total,صدريــــــة,Pulmonology,22
2002,أبو ظبي,Abu Dhabi,الجملة,Total,قلــــب,Cardiology,57
2002,أبو ظبي,Abu Dhabi,الجملة,Total,امراض عصبية,Neurology,22
2002,أبو ظبي,Abu Dhabi,الجملة,Total,عصبیة ونفسیة,Psychiatry,157
2002,أبو ظبي,Abu Dhabi,الجملة,Total,جلدية وتناسلیة,Dermatology,6
2002,أبو ظبي,Abu Dhabi,الجملة,Total,اطفال باطنـــة,Paediatric Medicine,89
2002,أبو ظبي,Abu Dhabi,الجملة,Total,جراحة عامــــة,General Surgery,75
2002,أبو ظبي,Abu Dhabi,الجملة,Total,جــــراحة صدر,Thoracic Surgery,10
2002,أبو ظبي,Abu Dhabi,الجملة,Total,جـــــراحة قلب,Cardiac Surgery,5
2002,أبو ظبي,Abu Dhabi,الجملة,Total,جراحة اعصـاب,Neurosurgery,27
2002,أبو ظبي,Abu Dhabi,الجملة,Total,مسالك بولیــــة,Urology,28
2002,أبو ظبي,Abu Dhabi,الجملة,Total,جراحة اطفـــال,Paediatric Surgery,16
2002,أبو ظبي,Abu Dhabi,الجملة,Total,عظام,Orthopedics,62
2002,أبو ظبي,Abu Dhabi,الجملة,Total,حروق و تقويم,Plastic Surgery,15
2002,أبو ظبي,Abu Dhabi,الجملة,Total,عیــــــــــــــون,Ophthalmology,52
2002,أبو ظبي,Abu Dhabi,الجملة,Total,انــــــــف واذن,"Ear, Nose, and Throat",32
2002,أبو ظبي,Abu Dhabi,الجملة,Total,نســــاء وولادة,Gynaecology,14
2002,أبو ظبي,Abu Dhabi,الجملة,Total,قبـــل الـولادة ,Obstetrics (Antenatal),44
2002,أبو ظبي,Abu Dhabi,الجملة,Total,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,أبو ظبي,Abu Dhabi,الجملة,Total,طــــــب نووى,Radiation Therapy,0
2002,أبو ظبي,Abu Dhabi,الجملة,Total,الاورام,Tumors,7
2002,أبو ظبي,Abu Dhabi,الجملة,Total,عـــــام,General Medicine,165
2002,أبو ظبي,Abu Dhabi,الجملة,Total,مسنـــــــــــین,Geriatrics,0
2002,أبو ظبي,Abu Dhabi,الجملة,Total,تاھیــــــــــــل,Rehabilitation,104
2002,أبو ظبي,Abu Dhabi,الجملة,Total,اسنــــــــــــان,Dental,7
2002,أبو ظبي,Abu Dhabi,الجملة,Total,حديثى الولادة,Neonatal,15
2002,أبو ظبي,Abu Dhabi,الجملة,Total,اخـــــــــــــرى,Others,71
2002,أبو ظبي,Abu Dhabi,الجملة,Total,الجملة,Total,1192
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,باطنة,Internal Medicine,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,صدريــــــة,Pulmonology,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,قلــــب,Cardiology,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,امراض عصبية,Neurology,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عصبیة ونفسیة,Psychiatry,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جلدية وتناسلیة,Dermatology,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,اطفال باطنـــة,Paediatric Medicine,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جراحة عامــــة,General Surgery,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جــــراحة صدر,Thoracic Surgery,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جـــــراحة قلب,Cardiac Surgery,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جراحة اعصـاب,Neurosurgery,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,مسالك بولیــــة,Urology,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جراحة اطفـــال,Paediatric Surgery,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عظام,Orthopedics,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,حروق و تقويم,Plastic Surgery,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عیــــــــــــــون,Ophthalmology,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,انــــــــف واذن,"Ear, Nose, and Throat",0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,نســــاء وولادة,Gynaecology,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,قبـــل الـولادة ,Obstetrics (Antenatal),0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,طــــــب نووى,Radiation Therapy,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,الاورام,Tumors,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عـــــام,General Medicine,50
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,مسنـــــــــــین,Geriatrics,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,تاھیــــــــــــل,Rehabilitation,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,اسنــــــــــــان,Dental,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,حديثى الولادة,Neonatal,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,اخـــــــــــــرى,Others,0
2002,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,الجملة,Total,50
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,باطنة,Internal Medicine,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,صدريــــــة,Pulmonology,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,قلــــب,Cardiology,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,امراض عصبية,Neurology,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عصبیة ونفسیة,Psychiatry,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جلدية وتناسلیة,Dermatology,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,اطفال باطنـــة,Paediatric Medicine,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جراحة عامــــة,General Surgery,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جــــراحة صدر,Thoracic Surgery,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جـــــراحة قلب,Cardiac Surgery,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جراحة اعصـاب,Neurosurgery,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,مسالك بولیــــة,Urology,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جراحة اطفـــال,Paediatric Surgery,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عظام,Orthopedics,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,حروق و تقويم,Plastic Surgery,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عیــــــــــــــون,Ophthalmology,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,انــــــــف واذن,"Ear, Nose, and Throat",0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,نســــاء وولادة,Gynaecology,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,قبـــل الـولادة ,Obstetrics (Antenatal),0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,طــــــب نووى,Radiation Therapy,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,الاورام,Tumors,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عـــــام,General Medicine,25
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,مسنـــــــــــین,Geriatrics,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,تاھیــــــــــــل,Rehabilitation,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,اسنــــــــــــان,Dental,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,حديثى الولادة,Neonatal,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,اخـــــــــــــرى,Others,0
2002,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,الجملة,Total,25
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,باطنة,Internal Medicine,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,صدريــــــة,Pulmonology,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,قلــــب,Cardiology,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,امراض عصبية,Neurology,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عصبیة ونفسیة,Psychiatry,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جلدية وتناسلیة,Dermatology,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,اطفال باطنـــة,Paediatric Medicine,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جراحة عامــــة,General Surgery,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جــــراحة صدر,Thoracic Surgery,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جـــــراحة قلب,Cardiac Surgery,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جراحة اعصـاب,Neurosurgery,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,مسالك بولیــــة,Urology,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جراحة اطفـــال,Paediatric Surgery,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عظام,Orthopedics,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,حروق و تقويم,Plastic Surgery,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عیــــــــــــــون,Ophthalmology,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,انــــــــف واذن,"Ear, Nose, and Throat",0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,نســــاء وولادة,Gynaecology,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,قبـــل الـولادة ,Obstetrics (Antenatal),0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,بعـــــد الولادة,Obstetrics (Postnatal),0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,طــــــب نووى,Radiation Therapy,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,الاورام,Tumors,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عـــــام,General Medicine,50
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,مسنـــــــــــین,Geriatrics,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,تاھیــــــــــــل,Rehabilitation,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,اسنــــــــــــان,Dental,0
2002,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,حديثى الولادة,Neonatal,0
