Year,Region_AR,Region_EN,Hospital_AR,Hospital_EN,Speciality_AR,Speciality_EN,Beds
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,باطنة,Internal Medicine,64
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,صدريــــــة,Pulmonogloy,22
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,قلــــب,Cardiology,30
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,امراض عصبية,Neurology,15
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,عصبیة ونفسیة,Psychiatry,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,جلدية وتناسلیة,Dermatology,3
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,اطفال باطنـــة,Paediatric Medicine,59
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,جراحة عامــــة,General Surgery,25
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,جــــراحة صدر,Thoracic Surgery,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,جـــــراحة قلب,Cardiac Surgery,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,جراحة اعصـاب,Neurosurgery,18
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,مسالك بولیــــة,Urology,12
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,جراحة اطفـــال,Paediatric Surgery,10
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,عظام,Orthopedics,25
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,حروق و تقويم,Plastic Surgery,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,عیــــــــــــــون,Ophthalmology,15
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,انــــــــف واذن,"Ear, Nose, and Throat",16
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,نســــاء وولادة,Gynaecology,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,قبـــل الـولادة ,Obstetrics (Antenatal),0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,طــــــب نووى,Radiation Therapy,4
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,الاورام,Tumors,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,عـــــام,General Medicine,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,مسنـــــــــــین,Geriatrics,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,تاھیــــــــــــل,Rehabilitation,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,اسنــــــــــــان,Dental,7
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,حديثى الولادة,Neonatal,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,اخـــــــــــــرى,Others,0
2003,أبو ظبي,Abu Dhabi,الجزيرة,Gazira,الجملة,Total,325
2003,أبو ظبي,Abu Dhabi,المركزى,Central,باطنة,Internal Medicine,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,صدريــــــة,Pulmonology,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,قلــــب,Cardiology,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,امراض عصبية,Neurology,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,عصبیة ونفسیة,Psychiatry,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,جلدية وتناسلیة,Dermatology,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,اطفال باطنـــة,Paediatric Medicine,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,جراحة عامــــة,General Surgery,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,جــــراحة صدر,Thoracic Surgery,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,جـــــراحة قلب,Cardiac Surgery,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,جراحة اعصـاب,Neurosurgery,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,مسالك بولیــــة,Urology,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,جراحة اطفـــال,Paediatric Surgery,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,عظام,Orthopedics,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,حروق و تقويم,Plastic Surgery,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,عیــــــــــــــون,Ophthalmology,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,انــــــــف واذن,"Ear, Nose, and Throat",0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,نســــاء وولادة,Gynaecology,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,قبـــل الـولادة ,Obstetrics (Antenatal),0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,طــــــب نووى,Radiation Therapy,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,الاورام,Tumors,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,عـــــام,General Medicine,151
2003,أبو ظبي,Abu Dhabi,المركزى,Central,مسنـــــــــــین,Geriatrics,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,تاھیــــــــــــل,Rehabilitation,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,اسنــــــــــــان,Dental,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,حديثى الولادة,Neonatal,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,اخـــــــــــــرى,Others,0
2003,أبو ظبي,Abu Dhabi,المركزى,Central,الجملة,Total,151
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,باطنة,Internal Medicine,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,صدريــــــة,Pulmonology,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,قلــــب,Cardiology,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,امراض عصبية,Neurology,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عصبیة ونفسیة,Psychiatry,164
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جلدية وتناسلیة,Dermatology,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,اطفال باطنـــة,Paediatric Medicine,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جراحة عامــــة,General Surgery,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جــــراحة صدر,Thoracic Surgery,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جـــــراحة قلب,Cardiac Surgery,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جراحة اعصـاب,Neurosurgery,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,مسالك بولیــــة,Urology,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,جراحة اطفـــال,Paediatric Surgery,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عظام,Orthopedics,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,حروق و تقويم,Plastic Surgery,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عیــــــــــــــون,Ophthalmology,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,انــــــــف واذن,"Ear, Nose, and Throat",0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,نســــاء وولادة,Gynaecology,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,قبـــل الـولادة ,Obstetrics (Antenatal),0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,طــــــب نووى,Radiation Therapy,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,الاورام,Tumors,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,عـــــام,General Medicine,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,مسنـــــــــــین,Geriatrics,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,تاھیــــــــــــل,Rehabilitation,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,اسنــــــــــــان,Dental,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,حديثى الولادة,Neonatal,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,اخـــــــــــــرى,Others,0
2003,أبو ظبي,Abu Dhabi,الطب النفسي,Psychiatry,الجملة,Total,164
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,باطنة,Internal Medicine,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,صدريــــــة,Pulmonology,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,قلــــب,Cardiology,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,امراض عصبية,Neurology,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عصبیة ونفسیة,Psychiatry,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جلدية وتناسلیة,Dermatology,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,اطفال باطنـــة,Paediatric Medicine,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جراحة عامــــة,General Surgery,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جــــراحة صدر,Thoracic Surgery,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جـــــراحة قلب,Cardiac Surgery,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جراحة اعصـاب,Neurosurgery,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,مسالك بولیــــة,Urology,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,جراحة اطفـــال,Paediatric Surgery,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عظام,Orthopedics,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,حروق و تقويم,Plastic Surgery,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عیــــــــــــــون,Ophthalmology,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,انــــــــف واذن,"Ear, Nose, and Throat",0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,نســــاء وولادة,Gynaecology,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,قبـــل الـولادة ,Obstetrics (Antenatal),0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,طــــــب نووى,Radiation Therapy,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,الاورام,Tumors,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,عـــــام,General Medicine,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,مسنـــــــــــین,Geriatrics,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,تاھیــــــــــــل,Rehabilitation,104
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,اسنــــــــــــان,Dental,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,حديثى الولادة,Neonatal,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,اخـــــــــــــرى,Others,0
2003,أبو ظبي,Abu Dhabi,التاھیــــــــل,Rehabilitation,الجملة,Total,104
2003,أبو ظبي,Abu Dhabi,الجملة,Total,باطنة,Internal Medicine,94
2003,أبو ظبي,Abu Dhabi,الجملة,Total,صدريــــــة,Pulmonology,22
2003,أبو ظبي,Abu Dhabi,الجملة,Total,قلــــب,Cardiology,57
2003,أبو ظبي,Abu Dhabi,الجملة,Total,امراض عصبية,Neurology,22
2003,أبو ظبي,Abu Dhabi,الجملة,Total,عصبیة ونفسیة,Psychiatry,164
2003,أبو ظبي,Abu Dhabi,الجملة,Total,جلدية وتناسلیة,Dermatology,7
2003,أبو ظبي,Abu Dhabi,الجملة,Total,اطفال باطنـــة,Paediatric Medicine,89
2003,أبو ظبي,Abu Dhabi,الجملة,Total,جراحة عامــــة,General Surgery,68
2003,أبو ظبي,Abu Dhabi,الجملة,Total,جــــراحة صدر,Thoracic Surgery,10
2003,أبو ظبي,Abu Dhabi,الجملة,Total,جـــــراحة قلب,Cardiac Surgery,5
2003,أبو ظبي,Abu Dhabi,الجملة,Total,جراحة اعصـاب,Neurosurgery,30
2003,أبو ظبي,Abu Dhabi,الجملة,Total,مسالك بولیــــة,Urology,30
2003,أبو ظبي,Abu Dhabi,الجملة,Total,جراحة اطفـــال,Paediatric Surgery,16
2003,أبو ظبي,Abu Dhabi,الجملة,Total,عظام,Orthopedics,62
2003,أبو ظبي,Abu Dhabi,الجملة,Total,حروق و تقويم,Plastic Surgery,15
2003,أبو ظبي,Abu Dhabi,الجملة,Total,عیــــــــــــــون,Ophthalmology,52
2003,أبو ظبي,Abu Dhabi,الجملة,Total,انــــــــف واذن,"Ear, Nose, and Throat",32
2003,أبو ظبي,Abu Dhabi,الجملة,Total,نســــاء وولادة,Gynaecology,14
2003,أبو ظبي,Abu Dhabi,الجملة,Total,قبـــل الـولادة ,Obstetrics (Antenatal),44
2003,أبو ظبي,Abu Dhabi,الجملة,Total,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,أبو ظبي,Abu Dhabi,الجملة,Total,طــــــب نووى,Radiation Therapy,4
2003,أبو ظبي,Abu Dhabi,الجملة,Total,الاورام,Tumors,7
2003,أبو ظبي,Abu Dhabi,الجملة,Total,عـــــام,General Medicine,151
2003,أبو ظبي,Abu Dhabi,الجملة,Total,مسنـــــــــــین,Geriatrics,0
2003,أبو ظبي,Abu Dhabi,الجملة,Total,تاھیــــــــــــل,Rehabilitation,104
2003,أبو ظبي,Abu Dhabi,الجملة,Total,اسنــــــــــــان,Dental,7
2003,أبو ظبي,Abu Dhabi,الجملة,Total,حديثى الولادة,Neonatal,14
2003,أبو ظبي,Abu Dhabi,الجملة,Total,اخـــــــــــــرى,Others,71
2003,أبو ظبي,Abu Dhabi,الجملة,Total,الجملة,Total,"1,191"
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,باطنة,Internal Medicine,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,صدريــــــة,Pulmonology,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,قلــــب,Cardiology,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,امراض عصبية,Neurology,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عصبیة ونفسیة,Psychiatry,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جلدية وتناسلیة,Dermatology,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,اطفال باطنـــة,Paediatric Medicine,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جراحة عامــــة,General Surgery,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جــــراحة صدر,Thoracic Surgery,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جـــــراحة قلب,Cardiac Surgery,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جراحة اعصـاب,Neurosurgery,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,مسالك بولیــــة,Urology,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,جراحة اطفـــال,Paediatric Surgery,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عظام,Orthopedics,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,حروق و تقويم,Plastic Surgery,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عیــــــــــــــون,Ophthalmology,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,انــــــــف واذن,"Ear, Nose, and Throat",0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,نســــاء وولادة,Gynaecology,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,قبـــل الـولادة ,Obstetrics (Antenatal),0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,طــــــب نووى,Radiation Therapy,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,الاورام,Tumors,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,عـــــام,General Medicine,50
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,مسنـــــــــــین,Geriatrics,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,تاھیــــــــــــل,Rehabilitation,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,اسنــــــــــــان,Dental,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,حديثى الولادة,Neonatal,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,اخـــــــــــــرى,Others,0
2003,المنطقة الغربية,Western Region,غیــــــــــــاثى,Gayathi,الجملة,Total,50
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,باطنة,Internal Medicine,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,صدريــــــة,Pulmonology,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,قلــــب,Cardiology,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,امراض عصبية,Neurology,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عصبیة ونفسیة,Psychiatry,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جلدية وتناسلیة,Dermatology,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,اطفال باطنـــة,Paediatric Medicine,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جراحة عامــــة,General Surgery,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جــــراحة صدر,Thoracic Surgery,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جـــــراحة قلب,Cardiac Surgery,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جراحة اعصـاب,Neurosurgery,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,مسالك بولیــــة,Urology,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,جراحة اطفـــال,Paediatric Surgery,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عظام,Orthopedics,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,حروق و تقويم,Plastic Surgery,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عیــــــــــــــون,Ophthalmology,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,انــــــــف واذن,"Ear, Nose, and Throat",0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,نســــاء وولادة,Gynaecology,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,قبـــل الـولادة ,Obstetrics (Antenatal),0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,طــــــب نووى,Radiation Therapy,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,الاورام,Tumors,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,عـــــام,General Medicine,25
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,مسنـــــــــــین,Geriatrics,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,تاھیــــــــــــل,Rehabilitation,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,اسنــــــــــــان,Dental,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,حديثى الولادة,Neonatal,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,اخـــــــــــــرى,Others,0
2003,المنطقة الغربية,Western Region,المرفـــــــــــأ,Marfaa,الجملة,Total,25
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,باطنة,Internal Medicine,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,صدريــــــة,Pulmonology,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,قلــــب,Cardiology,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,امراض عصبية,Neurology,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عصبیة ونفسیة,Psychiatry,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جلدية وتناسلیة,Dermatology,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,اطفال باطنـــة,Paediatric Medicine,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جراحة عامــــة,General Surgery,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جــــراحة صدر,Thoracic Surgery,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جـــــراحة قلب,Cardiac Surgery,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جراحة اعصـاب,Neurosurgery,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,مسالك بولیــــة,Urology,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,جراحة اطفـــال,Paediatric Surgery,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عظام,Orthopedics,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,حروق و تقويم,Plastic Surgery,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عیــــــــــــــون,Ophthalmology,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,انــــــــف واذن,"Ear, Nose, and Throat",0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,نســــاء وولادة,Gynaecology,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,قبـــل الـولادة ,Obstetrics (Antenatal),0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,بعـــــد الولادة,Obstetrics (Postnatal),0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,طــــــب نووى,Radiation Therapy,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,الاورام,Tumors,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,عـــــام,General Medicine,50
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,مسنـــــــــــین,Geriatrics,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,تاھیــــــــــــل,Rehabilitation,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,اسنــــــــــــان,Dental,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,حديثى الولادة,Neonatal,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,اخـــــــــــــرى,Others,0
2003,المنطقة الغربية,Western Region,السلــــــــــــع,Al Sela,الجملة,Total,50
2003,المنطقة الغربية,Western Region,دلمــــــــــــــا,Delma,باطنة,Internal Medicine,0
2003,المنطقة الغربية,Western Region,دلمــــــــــــــا,Delma,صدريــــــة,Pulmonology,0
2003,المنطقة الغربية,Western Region,دلمــــــــــــــا,Delma,قلــــب,Cardiology,0
2003,المنطقة الغربية,Western Region,دلمــــــــــــــا,Delma,امراض عصبية,Neurology,0
2003,المنطقة الغربية,Western Region,دلمــــــــــــــا,Delma,عصبیة ونفسیة,Psychiatry,0
