Year,Region_AR,Region_EN,Hospital_AR,Hospital_EN,Speciality_AR,Speciality_EN,Beds
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,أوعية دموية,Cardiovascular,0
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,الاورام,Tumors,0
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,عـــــام,General Medicine,4
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,مسنـــــــــــین,Geriatrics,0
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,تاھیــــــــــــل,Rehabilitation,0
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,اسنــــــــــــان,Dental,2
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,الخدج,"S.C.B.U
",12
2007,الشارقة,Sharjah,القاسمــــــــــى,Qasemi,اخـــــــــــــرى,Others,20
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,امراض باطنة,Medicine,45
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,امراض صدرية,Chest,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,امراض قلــــب,Cardiology,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,امراض الكلى,Nephrology,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,امراض الكلى,Neurology,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,امراض نقسيه,Psychiatry,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,جلدية وتناسلیة,Dermatology,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,اطفال باطنـــة,Paediatric Medicine,17
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,جراحة عامــــة,General Surgery,45
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,جــــراحة صدر,Thoracic Surgery,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,جـــــراحة قلب,Cardiac Surgery,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,جراحة اعصـاب,Neurosurgery,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,مسالك بولیــــة,Urology,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,جراحة اطفـــال,Paediatric Surgery,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,عظام,Orthopedics,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,حروق و تقويم,Plastic Surgery,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,عیــــــــــــــون,Ophthalmology,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,انــــــــف واذن,"Ear, Nose, and Throat",0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,نســــاء وولادة,Gynaecology,25
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,قبـــل الـولادة ,Obstetrics (Antenatal),0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,بعـــــد الولادة,Obstetrics (Postnatal),0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,أوعية دموية,Cardiovascular,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,الاورام,Tumors,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,عـــــام,General Medicine,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,مسنـــــــــــین,Geriatrics,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,تاھیــــــــــــل,Rehabilitation,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,اسنــــــــــــان,Dental,0
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,الخدج,"S.C.B.U
",8
2007,الشارقة,Sharjah,خــــــــور فكان,Khorfakan,اخـــــــــــــرى,Others,3
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,امراض باطنة,Medicine,20
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,امراض صدرية,Chest,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,امراض قلــــب,Cardiology,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,امراض الكلى,Nephrology,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,امراض الكلى,Neurology,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,امراض نقسيه,Psychiatry,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,جلدية وتناسلیة,Dermatology,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,اطفال باطنـــة,Paediatric Medicine,14
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,جراحة عامــــة,General Surgery,10
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,جــــراحة صدر,Thoracic Surgery,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,جـــــراحة قلب,Cardiac Surgery,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,جراحة اعصـاب,Neurosurgery,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,مسالك بولیــــة,Urology,2
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,جراحة اطفـــال,Paediatric Surgery,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,عظام,Orthopedics,2
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,حروق و تقويم,Plastic Surgery,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,عیــــــــــــــون,Ophthalmology,2
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,انــــــــف واذن,"Ear, Nose, and Throat",2
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,نســــاء وولادة,Gynaecology,20
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,قبـــل الـولادة ,Obstetrics (Antenatal),0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,بعـــــد الولادة,Obstetrics (Postnatal),0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,أوعية دموية,Cardiovascular,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,الاورام,Tumors,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,عـــــام,General Medicine,4
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,مسنـــــــــــین,Geriatrics,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,تاھیــــــــــــل,Rehabilitation,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,اسنــــــــــــان,Dental,0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,الخدج,"S.C.B.U
",0
2007,الشارقة,Sharjah,كلبـــــــــــــــا,Kalba,اخـــــــــــــرى,Others,4
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,امراض باطنة,Medicine,13
2007,الشارقة,Sharjah,,Al Zaid,امراض صدرية,Chest,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,امراض قلــــب,Cardiology,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,امراض الكلى,Nephrology,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,امراض الكلى,Neurology,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,امراض نقسيه,Psychiatry,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,جلدية وتناسلیة,Dermatology,1
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,اطفال باطنـــة,Paediatric Medicine,7
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,جراحة عامــــة,General Surgery,10
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,جــــراحة صدر,Thoracic Surgery,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,جـــــراحة قلب,Cardiac Surgery,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,جراحة اعصـاب,Neurosurgery,2
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,مسالك بولیــــة,Urology,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,جراحة اطفـــال,Paediatric Surgery,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,عظام,Orthopedics,6
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,حروق و تقويم,Plastic Surgery,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,عیــــــــــــــون,Ophthalmology,1
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,انــــــــف واذن,"Ear, Nose, and Throat",1
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,نســــاء وولادة,Gynaecology,10
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,قبـــل الـولادة ,Obstetrics (Antenatal),5
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,بعـــــد الولادة,Obstetrics (Postnatal),4
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,أوعية دموية,Cardiovascular,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,الاورام,Tumors,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,عـــــام,General Medicine,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,مسنـــــــــــین,Geriatrics,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,تاھیــــــــــــل,Rehabilitation,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,اسنــــــــــــان,Dental,0
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,الخدج,"S.C.B.U
",5
2007,الشارقة,Sharjah,الذيــــــــــــــد,Al Zaid,اخـــــــــــــرى,Others,4
2007,دبي,Dubai,الكـــــــــويت,Al Braha,امراض باطنة,Medicine,21
2007,دبي,Dubai,الكـــــــــويت,Al Braha,امراض صدرية,Chest,3
2007,دبي,Dubai,الكـــــــــويت,Al Braha,امراض قلــــب,Cardiology,6
2007,دبي,Dubai,الكـــــــــويت,Al Braha,امراض الكلى,Nephrology,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,امراض الكلى,Neurology,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,امراض نقسيه,Psychiatry,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,جلدية وتناسلیة,Dermatology,2
2007,دبي,Dubai,الكـــــــــويت,Al Braha,اطفال باطنـــة,Paediatric Medicine,20
2007,دبي,Dubai,الكـــــــــويت,Al Braha,جراحة عامــــة,General Surgery,32
2007,دبي,Dubai,الكـــــــــويت,Al Braha,جــــراحة صدر,Thoracic Surgery,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,جـــــراحة قلب,Cardiac Surgery,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,جراحة اعصـاب,Neurosurgery,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,مسالك بولیــــة,Urology,8
2007,دبي,Dubai,الكـــــــــويت,Al Braha,جراحة اطفـــال,Paediatric Surgery,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,عظام,Orthopedics,18
2007,دبي,Dubai,الكـــــــــويت,Al Braha,حروق و تقويم,Plastic Surgery,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,عیــــــــــــــون,Ophthalmology,7
2007,دبي,Dubai,الكـــــــــويت,Al Braha,انــــــــف واذن,"Ear, Nose, and Throat",12
2007,دبي,Dubai,الكـــــــــويت,Al Braha,نســــاء وولادة,Gynaecology,4
2007,دبي,Dubai,الكـــــــــويت,Al Braha,قبـــل الـولادة ,Obstetrics (Antenatal),26
2007,دبي,Dubai,الكـــــــــويت,Al Braha,بعـــــد الولادة,Obstetrics (Postnatal),0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,أوعية دموية,Cardiovascular,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,الاورام,Tumors,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,عـــــام,General Medicine,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,مسنـــــــــــین,Geriatrics,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,تاھیــــــــــــل,Rehabilitation,0
2007,دبي,Dubai,الكـــــــــويت,Al Braha,اسنــــــــــــان,Dental,6
2007,دبي,Dubai,الكـــــــــويت,Al Braha,الخدج,"S.C.B.U
",8
2007,دبي,Dubai,الكـــــــــويت,Al Braha,اخـــــــــــــرى,Others,5
2007,دبي,Dubai,الامــــــــــــل,Al Amal,امراض باطنة,Medicine,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,امراض صدرية,Chest,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,امراض قلــــب,Cardiology,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,امراض الكلى,Nephrology,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,امراض الكلى,Neurology,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,امراض نقسيه,Psychiatry,80
2007,دبي,Dubai,الامــــــــــــل,Al Amal,جلدية وتناسلیة,Dermatology,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,اطفال باطنـــة,Paediatric Medicine,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,جراحة عامــــة,General Surgery,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,جــــراحة صدر,Thoracic Surgery,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,جـــــراحة قلب,Cardiac Surgery,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,جراحة اعصـاب,Neurosurgery,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,مسالك بولیــــة,Urology,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,جراحة اطفـــال,Paediatric Surgery,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,عظام,Orthopedics,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,حروق و تقويم,Plastic Surgery,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,عیــــــــــــــون,Ophthalmology,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,انــــــــف واذن,"Ear, Nose, and Throat",0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,نســــاء وولادة,Gynaecology,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,قبـــل الـولادة ,Obstetrics (Antenatal),0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,بعـــــد الولادة,Obstetrics (Postnatal),0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,أوعية دموية,Cardiovascular,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,الاورام,Tumors,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,عـــــام,General Medicine,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,مسنـــــــــــین,Geriatrics,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,تاھیــــــــــــل,Rehabilitation,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,اسنــــــــــــان,Dental,0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,الخدج,"S.C.B.U
",0
2007,دبي,Dubai,الامــــــــــــل,Al Amal,اخـــــــــــــرى,Others,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,امراض باطنة,Medicine,33
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,امراض صدرية,Chest,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,امراض قلــــب,Cardiology,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,امراض الكلى,Nephrology,4
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,امراض الكلى,Neurology,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,امراض نقسيه,Psychiatry,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,جلدية وتناسلیة,Dermatology,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,اطفال باطنـــة,Paediatric Medicine,23
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,جراحة عامــــة,General Surgery,16
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,جــــراحة صدر,Thoracic Surgery,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,جـــــراحة قلب,Cardiac Surgery,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,جراحة اعصـاب,Neurosurgery,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,مسالك بولیــــة,Urology,5
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,جراحة اطفـــال,Paediatric Surgery,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,عظام,Orthopedics,12
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,حروق و تقويم,Plastic Surgery,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,عیــــــــــــــون,Ophthalmology,3
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,انــــــــف واذن,"Ear, Nose, and Throat",5
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,نســــاء وولادة,Gynaecology,15
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,قبـــل الـولادة ,Obstetrics (Antenatal),17
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,بعـــــد الولادة,Obstetrics (Postnatal),0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,أوعية دموية,Cardiovascular,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,الاورام,Tumors,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,عـــــام,General Medicine,4
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,مسنـــــــــــین,Geriatrics,12
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,تاھیــــــــــــل,Rehabilitation,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,اسنــــــــــــان,Dental,0
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,الخدج,"S.C.B.U
",8
2007,ام القیـــــــوين,U.A.Q.,ام القیـــــــوين,U.A.Q.,اخـــــــــــــرى,Others,8
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,امراض باطنة,Medicine,28
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,امراض صدرية,Chest,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,امراض قلــــب,Cardiology,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,امراض الكلى,Nephrology,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,امراض الكلى,Neurology,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,امراض نقسيه,Psychiatry,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,جلدية وتناسلیة,Dermatology,2
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,اطفال باطنـــة,Paediatric Medicine,29
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,جراحة عامــــة,General Surgery,30
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,جــــراحة صدر,Thoracic Surgery,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,جـــــراحة قلب,Cardiac Surgery,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,جراحة اعصـاب,Neurosurgery,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,مسالك بولیــــة,Urology,5
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,جراحة اطفـــال,Paediatric Surgery,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,عظام,Orthopedics,20
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,حروق و تقويم,Plastic Surgery,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,عیــــــــــــــون,Ophthalmology,5
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,انــــــــف واذن,"Ear, Nose, and Throat",4
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,نســــاء وولادة,Gynaecology,22
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,قبـــل الـولادة ,Obstetrics (Antenatal),11
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,بعـــــد الولادة,Obstetrics (Postnatal),11
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,أوعية دموية,Cardiovascular,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,الاورام,Tumors,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,عـــــام,General Medicine,4
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,مسنـــــــــــین,Geriatrics,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,تاھیــــــــــــل,Rehabilitation,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,اسنــــــــــــان,Dental,0
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,الخدج,"S.C.B.U
",6
2007,عجمان,Ajman,خلیفــــــــــــة,Khalifa,اخـــــــــــــرى,Others,6
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,امراض باطنة,Medicine,40
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,امراض صدرية,Chest,0
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,امراض قلــــب,Cardiology,0
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,امراض الكلى,Nephrology,0
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,امراض الكلى,Neurology,0
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,امراض نقسيه,Psychiatry,0
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,جلدية وتناسلیة,Dermatology,0
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,اطفال باطنـــة,Paediatric Medicine,36
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,جراحة عامــــة,General Surgery,40
2007,الفجيرة,Fujairah,الجملــــــــــة,Fujairah,جــــراحة صدر,Thoracic Surgery,0
